file,line,term,value,dist,discriminative,sentence
a168风控与客户分层评分体系_商业方案_p.qmd,8242,索提诺,3,3,False,"夏普率 = round(m$sharpe, 3), 索提诺率 = round(m$sortino, 3),"
a168风控与客户分层评分体系_商业方案_p.qmd,8248,MASE,14,4,True,## ★ 2026-08-14 撤除 MASE 列（S1 斧正 · 误称且冗余）：
a168风控与客户分层评分体系_商业方案_p.qmd,8421,MASE,1,6,True,③ @sec-benchmark 的 MASE 是否小于 1
a168风控与客户分层评分体系_商业方案_p.qmd,8692,MASE,1,7,True,##     旧版冠 MASE 之名并注「<1 才优于朴素」，方向恰好相反，故正名
a168风控与客户分层评分体系_商业方案_p.qmd,8745,MASE,1,2,True,** 上表旧列「MASE（<1 才优于朴素）」已改为
a168风控与客户分层评分体系_商业方案_p.qmd,8747,MASE,1,6,True,且 MASE 判读为「<1 才优」，
a168风控与客户分层评分体系_商业方案_p.qmd,11074,MASE,0.02,1,True,"m=1.918%、ρ=0.349%、κ=1.660%、自相关 0.112、Jaccard 0.02、MASE 可算率 9.8%"","
a168风控与客户分层评分体系_商业方案_p.qmd,11074,MASE,9.8,5,True,"m=1.918%、ρ=0.349%、κ=1.660%、自相关 0.112、Jaccard 0.02、MASE 可算率 9.8%"","
a168风控与客户分层评分体系_商业方案_p.qmd,11074,自相关,1.66,2,True,"m=1.918%、ρ=0.349%、κ=1.660%、自相关 0.112、Jaccard 0.02、MASE 可算率 9.8%"","
a168风控与客户分层评分体系_商业方案_p.qmd,11074,自相关,0.112,1,True,"m=1.918%、ρ=0.349%、κ=1.660%、自相关 0.112、Jaccard 0.02、MASE 可算率 9.8%"","
a168风控与客户分层评分体系_商业方案_p.qmd,11074,Jaccard,0.112,1,True,"m=1.918%、ρ=0.349%、κ=1.660%、自相关 0.112、Jaccard 0.02、MASE 可算率 9.8%"","
a168风控与客户分层评分体系_商业方案_p.qmd,11074,Jaccard,0.02,1,True,"m=1.918%、ρ=0.349%、κ=1.660%、自相关 0.112、Jaccard 0.02、MASE 可算率 9.8%"","
a168风控与客户分层评分体系_商业方案_p.qmd,13560,MASE,0.000587,3,True,`V_recon` 复核 MASE ≈ 0.000587 与既往一致
a168风控与客户分层评分体系_商业方案_p.qmd,13701,自相关,0.112,2,True,平台毛利率**滞后一期自相关仅 0.112**
a168风控与客户分层评分体系_商业方案_p.qmd,13706,Spearman,0.2,1,True,本条此前写作「自相关是预测能力的**天花板**，当前模型 Spearman 0.20 **已达其 189%**」
a168风控与客户分层评分体系_商业方案_p.qmd,13719,Jaccard,0.02,3,True,（另有旁证：相邻两期价值排名 Jaccard 仅 0.02，见下条），故
a168风控与客户分层评分体系_商业方案_p.qmd,13728,Jaccard,0.02,5,True,（Jaccard）**仅 0.02**（以历史净贡献排名亦只 0.18）——**这一期的高价值名单，下一期基本换了一批人**
a168风控与客户分层评分体系_商业方案_p.qmd,14982,自相关,0.112,2,True,**只收紧结论、不放宽任何一处**，故先行补录，不待晋级：① 个体平台毛利率两期**自相关仅 0.112**
a168风控与客户分层评分体系_商业方案_p.qmd,14983,Spearman,0.2,1,True,（**2026-08-11 更正**：原写「模型 Spearman 0.20 已达其 189%」系两个不同估计量相除，
a168风控与客户分层评分体系_商业方案_p.qmd,14986,Jaccard,0.02,3,True,**Jaccard 仅 0.02**，本方案是**群体分层工具、非个体挑选工具**，且此约束**只及赏侧与价值排序、
a168风控与客户分层评分体系_商业方案_p.qmd,15767,自相关,0.112,3,True,本项目自多目标建模阶段起即写「个体毛利率两期自相关 **0.112** 是预测的物理天花板，
a168风控与客户分层评分体系_商业方案_p.qmd,15768,Spearman,0.2,1,True,当前模型 Spearman 0.20 **已达其 189%**」
a168风控与客户分层评分体系_商业方案_p.qmd,15774,Jaccard,0.02,1,True,而推论（换标的优于换模型）改由 Jaccard 0.02 等旁证支撑
a168风控与客户分层评分体系_商业方案_p.qmd,16002,自相关,0.112,1,True,由实测常数派生（2.59% 门槛、γ*、误伤上限 f*）、全窗实测常数（m／ρ／κ／自相关 0.112 等）、
a168风控与客户分层评分体系_商业方案_p.qmd,16500,自相关,0.112,4,True,亦不支持跨级：个体平台毛利率两期自相关仅 **0.112**，持续性本身就不甚持续
a168风控与客户分层评分体系_商业方案_p.qmd,16625,MASE,5,4,True,"32,""**基准对照层**：每项优化对应一条朴素基线（均值 / 均值+3σ / 阈值冻结 / 什么都不做），并列夏普率、索提诺率、最大回撤、5%分位、MASE 与互动走势图"
a168风控与客户分层评分体系_商业方案_p.qmd,16625,索提诺,5,7,False,"32,""**基准对照层**：每项优化对应一条朴素基线（均值 / 均值+3σ / 阈值冻结 / 什么都不做），并列夏普率、索提诺率、最大回撤、5%分位、MASE 与互动走势图"
a168风控与客户分层评分体系_商业方案_p.qmd,16742,自相关,0.112,2,True,本方案实证亦不支持跨级（个体毛利率两期自相关仅 0.112）
a168风控与客户分层评分体系_商业方案_p.qmd,16804,MASE,1,2,True,旧列名「MASE（<1 才优于朴素）」
a168风控与客户分层评分体系_商业方案_p.qmd,16923,自相关,0.2,1,True,"238,""**撤销「189% 天花板」表述（外部审计第九条，采信）**：0.112 为目标自身滞后一期自相关、0.20 为模型预测与目标之 Spearman 秩关联，两估计量非同尺度，比值 1.875 无统计含义"
a168风控与客户分层评分体系_商业方案_p.qmd,16923,Jaccard,0.02,1,True,推论改由 Jaccard 0.02 等旁证支撑
a168风控评分_精要商业报告.qmd,1012,自相关,0.112,2,True,**不作误判计**：单期输赢是波动不是身份（个体平台毛利率两期自相关仅 0.112），且礼遇的目的是留存与口碑而非即期回本
a168风控评分_精要商业报告.qmd,1044,自相关,0.112,2,True,"本报告实测个体毛利率两期自相关仅 0.112，持续性本身就不甚持续，故须另有结构证据（对打配对、同 IP 协同、批量注册、荷官关联）方可定性处置"","
a168风控评分_精要商业报告.qmd,1111,Spearman,0.112,6,True,"个体毛利率两期自相关实测仅 0.112，当前模型 Spearman 0.20 已达其 189%——**换模型无用，换标的才有出路**"","
a168风控评分_精要商业报告.qmd,1111,Spearman,0.2,1,True,"个体毛利率两期自相关实测仅 0.112，当前模型 Spearman 0.20 已达其 189%——**换模型无用，换标的才有出路**"","
a168风控评分_精要商业报告.qmd,1111,自相关,0.112,4,True,"个体毛利率两期自相关实测仅 0.112，当前模型 Spearman 0.20 已达其 189%——**换模型无用，换标的才有出路**"","
a168风控评分_精要商业报告.qmd,1860,索提诺,1,2,False,"生命周期阶段=1, 索提诺稳定性=-1, 对打指数=-1, 批量注册嫌疑=-1,"
a168风控评分_精要商业报告.qmd,1860,索提诺,1,5,False,"生命周期阶段=1, 索提诺稳定性=-1, 对打指数=-1, 批量注册嫌疑=-1,"
a168风控评分_精要商业报告.qmd,3523,MASE,1,1,True,MASE<1 即胜过朴素外推，行内谁都赖不掉的公共刻度）
a168风控评分_精要商业报告.qmd,3533,自相关,0.112,2,True,** 同一会员相邻两期（各两周）的毛利率**自相关仅 0.112**
a168风控评分_精要商业报告.qmd,3535,Spearman,0.2,6,True,当前模型的 Spearman 秩相关约 0.20，**已达该上限的 189%**（因秩相关比线性自相关更宽松）
a168风控评分_精要商业报告.qmd,3540,Jaccard,0.02,5,True,（Jaccard）**仅 0.02**（以历史净贡献排名亦只有 0.18）
a168风控评分_精要商业报告.qmd,4313,自相关,0.112,4,True,而本报告已实证个体毛利率两期自相关仅 **0.112**（见 @sec-forecast 硬约束其一），
a168风控评分_精要商业报告.qmd,4861,MASE,1,1,True,"##    预算折减 δ_pred = min(1, 1/盈利RelMAE折均)：预测胜过朴素外推（MASE<1）"
a168风控评分_精要商业报告.qmd,4862,MASE,1,1,True,不如朴素（MASE>1）即按比例收敛——预测不牢，赏罚就不敢给满
a168风控评分_精要商业报告.qmd,5284,自相关,0.02,8,True,"另须留意本报告已实证的两条硬约束：个体价值排名的秩持续性 Jaccard 仅 0.02、个体毛利率两期自相关仅 0.112——个体层面的长期价值承诺缺乏统计支撑""),"
a168风控评分_精要商业报告.qmd,5284,自相关,0.112,2,True,"另须留意本报告已实证的两条硬约束：个体价值排名的秩持续性 Jaccard 仅 0.02、个体毛利率两期自相关仅 0.112——个体层面的长期价值承诺缺乏统计支撑""),"
a168风控评分_精要商业报告.qmd,5284,Jaccard,0.02,3,True,"另须留意本报告已实证的两条硬约束：个体价值排名的秩持续性 Jaccard 仅 0.02、个体毛利率两期自相关仅 0.112——个体层面的长期价值承诺缺乏统计支撑""),"
a168风控评分_精要商业报告.qmd,5367,MASE,0.02,1,True,（2.59% 门槛、γ*）、全窗实测（m／ρ／κ、自相关 0.112、Jaccard 0.02、MASE 可算率 9.8%）、
a168风控评分_精要商业报告.qmd,5367,MASE,9.8,5,True,（2.59% 门槛、γ*）、全窗实测（m／ρ／κ、自相关 0.112、Jaccard 0.02、MASE 可算率 9.8%）、
a168风控评分_精要商业报告.qmd,5367,自相关,0.112,1,True,（2.59% 门槛、γ*）、全窗实测（m／ρ／κ、自相关 0.112、Jaccard 0.02、MASE 可算率 9.8%）、
a168风控评分_精要商业报告.qmd,5367,Jaccard,0.112,1,True,（2.59% 门槛、γ*）、全窗实测（m／ρ／κ、自相关 0.112、Jaccard 0.02、MASE 可算率 9.8%）、
a168风控评分_精要商业报告.qmd,5367,Jaccard,0.02,1,True,（2.59% 门槛、γ*）、全窗实测（m／ρ／κ、自相关 0.112、Jaccard 0.02、MASE 可算率 9.8%）、
a168风控评分_精要商业报告.qmd,5943,MASE,1,1,True,"""能力值分层乘数模型逐折 MASE<1（胜朴素外推），荷官与代理经归属结构聚合的实体级 MASE 同表现算——处置后的增长可预测、可对账"","
a168风控评分_精要商业报告.qmd,5954,Spearman,0.112,8,True,"""个体毛利率两期自相关仅 **0.112**，当前模型 Spearman 0.20 已达其 **189%**——预测能力已逼近物理上限，继续调参无收益"
a168风控评分_精要商业报告.qmd,5954,Spearman,0.2,1,True,"""个体毛利率两期自相关仅 **0.112**，当前模型 Spearman 0.20 已达其 **189%**——预测能力已逼近物理上限，继续调参无收益"
a168风控评分_精要商业报告.qmd,5954,自相关,0.112,4,True,"""个体毛利率两期自相关仅 **0.112**，当前模型 Spearman 0.20 已达其 **189%**——预测能力已逼近物理上限，继续调参无收益"
a168风控评分_精要商业报告.qmd,5954,Jaccard,0.02,5,True,"同期实测秩持续性 Jaccard 仅 **0.02**，故本方案只作群体分层，不作个体长期价值承诺（罚侧证据链不受此限）""))"
a168风控评分_精要商业报告.qmd,5965,自相关,0.112,1,True,⑬⑭是**两条硬约束**——前者给出经济分母（2.59% 门槛），后者给出能力天花板（自相关 0.112），
a168风控评分_精要商业报告.qmd,6158,Spearman,0.2,1,True,原写「个体毛利率两期自相关 0.112 是预测天花板，模型 Spearman 0.20 已达其 **189%**」——
a168风控评分_精要商业报告.qmd,6158,自相关,0.112,1,True,原写「个体毛利率两期自相关 0.112 是预测天花板，模型 Spearman 0.20 已达其 **189%**」——
a168风控评分_精要商业报告.qmd,6163,Jaccard,0.02,1,True,改由 Jaccard 0.02 等旁证支撑
a168风控评分_精要商业报告.qmd,6480,自相关,0.112,2,True,本报告自身的实证亦不支持跨级——**个体平台毛利率两期自相关仅 0.112**，
a168风控评分_精要商业报告.qmd,6679,自相关,0.112,2,True,以单期结果判「赏错人」，等于把随机波动当成识别失败，况且本报告已实证个体毛利率两期自相关仅 0.112，即「这期赢的人下期多半不赢」
a168风控评分_精要商业报告.qmd,6733,Spearman,0.112,8,True,- **预测能力有物理上限且已逼近**：个体毛利率两期自相关仅 **0.112**，当前模型 Spearman 0.20 已达其 **189%**——**换模型无用，换标的才有出路**
a168风控评分_精要商业报告.qmd,6733,Spearman,0.2,1,True,- **预测能力有物理上限且已逼近**：个体毛利率两期自相关仅 **0.112**，当前模型 Spearman 0.20 已达其 **189%**——**换模型无用，换标的才有出路**
a168风控评分_精要商业报告.qmd,6733,自相关,0.112,4,True,- **预测能力有物理上限且已逼近**：个体毛利率两期自相关仅 **0.112**，当前模型 Spearman 0.20 已达其 **189%**——**换模型无用，换标的才有出路**
a168风控评分_精要商业报告.qmd,6734,Jaccard,0.02,5,True,- **本方案是群体分层工具，非个体挑选工具**：相邻两期价值排名 Jaccard 仅 **0.02**（以历史净贡献亦只 0.18）
a168风控评分_精要商业报告.qmd,6735,MASE,9.8,6,True,- **MASE 可算率仅 9.8%**（禁运后目标零值率 83.4%），会员级 MASE 只能作高流水层附报
a168风控评分_精要商业报告.qmd,6735,MASE,83.4,7,True,- **MASE 可算率仅 9.8%**（禁运后目标零值率 83.4%），会员级 MASE 只能作高流水层附报
a168风控评分_精要商业报告.qmd,6798,MASE,1,3,True,"- **赏罚定标**：幅度公式统一乘预算折减 δ_pred＝min(1, 1/盈利MASE折均)，罚侧对照能力值轨折均精准率下界，年化净额封顶于回测自助法 90% 下界——三重闸落地先生「按预测误差与精准度设额度与上限」之令"
a168风控评分_精要商业报告_p.qmd,1011,自相关,0.112,2,True,**不作误判计**：单期输赢是波动不是身份（个体平台毛利率两期自相关仅 0.112），且礼遇的目的是留存与口碑而非即期回本
a168风控评分_精要商业报告_p.qmd,1043,自相关,0.112,2,True,"本报告实测个体毛利率两期自相关仅 0.112，持续性本身就不甚持续，故须另有结构证据（对打配对、同 IP 协同、批量注册、荷官关联）方可定性处置"","
a168风控评分_精要商业报告_p.qmd,1110,Spearman,0.112,6,True,"个体毛利率两期自相关实测仅 0.112，当前模型 Spearman 0.20 已达其 189%——**换模型无用，换标的才有出路**"","
a168风控评分_精要商业报告_p.qmd,1110,Spearman,0.2,1,True,"个体毛利率两期自相关实测仅 0.112，当前模型 Spearman 0.20 已达其 189%——**换模型无用，换标的才有出路**"","
a168风控评分_精要商业报告_p.qmd,1110,自相关,0.112,4,True,"个体毛利率两期自相关实测仅 0.112，当前模型 Spearman 0.20 已达其 189%——**换模型无用，换标的才有出路**"","
a168风控评分_精要商业报告_p.qmd,1859,索提诺,1,2,False,"生命周期阶段=1, 索提诺稳定性=-1, 对打指数=-1, 批量注册嫌疑=-1,"
a168风控评分_精要商业报告_p.qmd,1859,索提诺,1,5,False,"生命周期阶段=1, 索提诺稳定性=-1, 对打指数=-1, 批量注册嫌疑=-1,"
a168风控评分_精要商业报告_p.qmd,3522,MASE,1,1,True,MASE<1 即胜过朴素外推，行内谁都赖不掉的公共刻度）
a168风控评分_精要商业报告_p.qmd,3532,自相关,0.112,2,True,** 同一会员相邻两期（各两周）的毛利率**自相关仅 0.112**
a168风控评分_精要商业报告_p.qmd,3534,Spearman,0.2,6,True,当前模型的 Spearman 秩相关约 0.20，**已达该上限的 189%**（因秩相关比线性自相关更宽松）
a168风控评分_精要商业报告_p.qmd,3539,Jaccard,0.02,5,True,（Jaccard）**仅 0.02**（以历史净贡献排名亦只有 0.18）
a168风控评分_精要商业报告_p.qmd,4312,自相关,0.112,4,True,而本报告已实证个体毛利率两期自相关仅 **0.112**（见 @sec-forecast 硬约束其一），
a168风控评分_精要商业报告_p.qmd,4860,MASE,1,1,True,"##    预算折减 δ_pred = min(1, 1/盈利RelMAE折均)：预测胜过朴素外推（MASE<1）"
a168风控评分_精要商业报告_p.qmd,4861,MASE,1,1,True,不如朴素（MASE>1）即按比例收敛——预测不牢，赏罚就不敢给满
a168风控评分_精要商业报告_p.qmd,5283,自相关,0.02,8,True,"另须留意本报告已实证的两条硬约束：个体价值排名的秩持续性 Jaccard 仅 0.02、个体毛利率两期自相关仅 0.112——个体层面的长期价值承诺缺乏统计支撑""),"
a168风控评分_精要商业报告_p.qmd,5283,自相关,0.112,2,True,"另须留意本报告已实证的两条硬约束：个体价值排名的秩持续性 Jaccard 仅 0.02、个体毛利率两期自相关仅 0.112——个体层面的长期价值承诺缺乏统计支撑""),"
a168风控评分_精要商业报告_p.qmd,5283,Jaccard,0.02,3,True,"另须留意本报告已实证的两条硬约束：个体价值排名的秩持续性 Jaccard 仅 0.02、个体毛利率两期自相关仅 0.112——个体层面的长期价值承诺缺乏统计支撑""),"
a168风控评分_精要商业报告_p.qmd,5366,MASE,0.02,1,True,（2.59% 门槛、γ*）、全窗实测（m／ρ／κ、自相关 0.112、Jaccard 0.02、MASE 可算率 9.8%）、
a168风控评分_精要商业报告_p.qmd,5366,MASE,9.8,5,True,（2.59% 门槛、γ*）、全窗实测（m／ρ／κ、自相关 0.112、Jaccard 0.02、MASE 可算率 9.8%）、
a168风控评分_精要商业报告_p.qmd,5366,自相关,0.112,1,True,（2.59% 门槛、γ*）、全窗实测（m／ρ／κ、自相关 0.112、Jaccard 0.02、MASE 可算率 9.8%）、
a168风控评分_精要商业报告_p.qmd,5366,Jaccard,0.112,1,True,（2.59% 门槛、γ*）、全窗实测（m／ρ／κ、自相关 0.112、Jaccard 0.02、MASE 可算率 9.8%）、
a168风控评分_精要商业报告_p.qmd,5366,Jaccard,0.02,1,True,（2.59% 门槛、γ*）、全窗实测（m／ρ／κ、自相关 0.112、Jaccard 0.02、MASE 可算率 9.8%）、
a168风控评分_精要商业报告_p.qmd,5942,MASE,1,1,True,"""能力值分层乘数模型逐折 MASE<1（胜朴素外推），荷官与代理经归属结构聚合的实体级 MASE 同表现算——处置后的增长可预测、可对账"","
a168风控评分_精要商业报告_p.qmd,5953,Spearman,0.112,8,True,"""个体毛利率两期自相关仅 **0.112**，当前模型 Spearman 0.20 已达其 **189%**——预测能力已逼近物理上限，继续调参无收益"
a168风控评分_精要商业报告_p.qmd,5953,Spearman,0.2,1,True,"""个体毛利率两期自相关仅 **0.112**，当前模型 Spearman 0.20 已达其 **189%**——预测能力已逼近物理上限，继续调参无收益"
a168风控评分_精要商业报告_p.qmd,5953,自相关,0.112,4,True,"""个体毛利率两期自相关仅 **0.112**，当前模型 Spearman 0.20 已达其 **189%**——预测能力已逼近物理上限，继续调参无收益"
a168风控评分_精要商业报告_p.qmd,5953,Jaccard,0.02,5,True,"同期实测秩持续性 Jaccard 仅 **0.02**，故本方案只作群体分层，不作个体长期价值承诺（罚侧证据链不受此限）""))"
a168风控评分_精要商业报告_p.qmd,5964,自相关,0.112,1,True,⑬⑭是**两条硬约束**——前者给出经济分母（2.59% 门槛），后者给出能力天花板（自相关 0.112），
a168风控评分_精要商业报告_p.qmd,6157,Spearman,0.2,1,True,原写「个体毛利率两期自相关 0.112 是预测天花板，模型 Spearman 0.20 已达其 **189%**」——
a168风控评分_精要商业报告_p.qmd,6157,自相关,0.112,1,True,原写「个体毛利率两期自相关 0.112 是预测天花板，模型 Spearman 0.20 已达其 **189%**」——
a168风控评分_精要商业报告_p.qmd,6162,Jaccard,0.02,1,True,改由 Jaccard 0.02 等旁证支撑
a168风控评分_精要商业报告_p.qmd,6479,自相关,0.112,2,True,本报告自身的实证亦不支持跨级——**个体平台毛利率两期自相关仅 0.112**，
a168风控评分_精要商业报告_p.qmd,6678,自相关,0.112,2,True,以单期结果判「赏错人」，等于把随机波动当成识别失败，况且本报告已实证个体毛利率两期自相关仅 0.112，即「这期赢的人下期多半不赢」
a168风控评分_精要商业报告_p.qmd,6732,Spearman,0.112,8,True,- **预测能力有物理上限且已逼近**：个体毛利率两期自相关仅 **0.112**，当前模型 Spearman 0.20 已达其 **189%**——**换模型无用，换标的才有出路**
a168风控评分_精要商业报告_p.qmd,6732,Spearman,0.2,1,True,- **预测能力有物理上限且已逼近**：个体毛利率两期自相关仅 **0.112**，当前模型 Spearman 0.20 已达其 **189%**——**换模型无用，换标的才有出路**
a168风控评分_精要商业报告_p.qmd,6732,自相关,0.112,4,True,- **预测能力有物理上限且已逼近**：个体毛利率两期自相关仅 **0.112**，当前模型 Spearman 0.20 已达其 **189%**——**换模型无用，换标的才有出路**
a168风控评分_精要商业报告_p.qmd,6733,Jaccard,0.02,5,True,- **本方案是群体分层工具，非个体挑选工具**：相邻两期价值排名 Jaccard 仅 **0.02**（以历史净贡献亦只 0.18）
a168风控评分_精要商业报告_p.qmd,6734,MASE,9.8,6,True,- **MASE 可算率仅 9.8%**（禁运后目标零值率 83.4%），会员级 MASE 只能作高流水层附报
a168风控评分_精要商业报告_p.qmd,6734,MASE,83.4,7,True,- **MASE 可算率仅 9.8%**（禁运后目标零值率 83.4%），会员级 MASE 只能作高流水层附报
a168风控评分_精要商业报告_p.qmd,6797,MASE,1,3,True,"- **赏罚定标**：幅度公式统一乘预算折减 δ_pred＝min(1, 1/盈利MASE折均)，罚侧对照能力值轨折均精准率下界，年化净额封顶于回测自助法 90% 下界——三重闸落地先生「按预测误差与精准度设额度与上限」之令"
