源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天,mem_id,site,sid,this_login,last_login,ip,info,on_line,来源库,来源表,ODS表名,同步时间
2642506,2019-04-01,2642506,0,,2019-04-01T10:04:02Z,0000-00-00 00:00:00,103.117.121.79,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2642512,2019-04-01,2642512,0,,2019-04-01T10:04:02Z,2019-03-20 21:11:24,118.107.177.208,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2642519,2019-04-01,2642519,0,,2019-04-01T10:04:02Z,2019-03-20 20:34:07,13.251.15.192,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2642599,2019-04-01,2642599,0,,2019-04-01T10:04:02Z,2019-03-20 20:48:01,52.193.39.24,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2642621,2019-04-01,2642621,0,,2019-04-01T10:04:02Z,2019-03-20 21:13:23,13.251.15.192,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2642689,2019-04-01,2642689,0,,2019-04-01T10:04:02Z,2019-03-20 21:10:26,13.251.15.192,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2642718,2019-04-01,2642718,0,,2019-04-01T10:04:02Z,2019-03-20 21:26:10,13.251.15.192,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2642724,2019-04-01,2642724,0,,2019-04-01T10:04:02Z,0000-00-00 00:00:00,118.107.178.93,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2642730,2019-04-01,2642730,0,,2019-04-01T10:04:02Z,2019-03-24 03:57:08,13.251.15.192,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2642745,2019-04-01,2642745,0,,2019-04-01T10:04:02Z,0000-00-00 00:00:00,182.16.51.130,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2642787,2019-04-01,2642787,0,,2019-04-01T10:04:02Z,0000-00-00 00:00:00,182.16.51.130,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2642801,2019-04-01,2642801,0,,2019-04-01T10:04:02Z,2019-03-20 21:28:24,118.107.178.93,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2642822,2019-04-01,2642822,0,,2019-04-01T10:04:02Z,0000-00-00 00:00:00,13.251.15.192,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2642857,2019-04-01,2642857,0,,2019-04-01T10:04:02Z,0000-00-00 00:00:00,118.107.178.93,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2642881,2019-04-01,2642881,0,,2019-04-01T10:04:02Z,0000-00-00 00:00:00,118.107.179.87,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2642895,2019-04-01,2642895,0,,2019-04-01T10:04:02Z,2019-03-30 16:40:37,13.251.15.192,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2642904,2019-04-01,2642904,0,,2019-04-01T10:04:02Z,0000-00-00 00:00:00,118.107.178.93,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2642927,2019-04-01,2642927,0,,2019-04-01T10:04:02Z,0000-00-00 00:00:00,103.117.121.79,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2642933,2019-04-01,2642933,0,,2019-04-01T10:04:02Z,2019-03-20 21:57:15,180.178.60.218,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2642952,2019-04-01,2642952,0,,2019-04-01T10:04:02Z,0000-00-00 00:00:00,175.98.118.198,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2642959,2019-04-01,2642959,0,,2019-04-01T10:04:02Z,0000-00-00 00:00:00,103.206.123.90,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2642971,2019-04-01,2642971,0,,2019-04-01T10:04:02Z,2019-03-20 22:06:55,103.67.207.174,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2642990,2019-04-01,2642990,0,,2019-04-01T10:04:02Z,2019-03-20 22:11:42,61.244.216.107,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2643024,2019-04-01,2643024,0,,2019-04-01T10:04:02Z,2019-03-20 22:21:47,175.98.118.202,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2643045,2019-04-01,2643045,0,,2019-04-01T10:04:02Z,0000-00-00 00:00:00,13.251.15.192,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2643079,2019-04-01,2643079,0,,2019-04-01T10:04:02Z,2019-03-20 22:34:12,13.251.15.192,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2643087,2019-04-01,2643087,0,,2019-04-01T10:04:02Z,2019-03-26 23:57:13,182.1.74.239,,1,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2643196,2019-04-01,2643196,0,,2019-04-01T10:04:02Z,2019-03-20 23:20:46,13.251.15.192,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2643244,2019-04-01,2643244,0,,2019-04-01T10:04:02Z,2019-03-20 23:15:32,103.206.123.90,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2643308,2019-04-01,2643308,0,,2019-04-01T10:04:02Z,0000-00-00 00:00:00,103.67.205.48,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2643317,2019-04-01,2643317,0,,2019-04-01T10:04:02Z,2019-03-20 23:32:18,103.67.207.174,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2643334,2019-04-01,2643334,0,,2019-04-01T10:04:02Z,2019-03-20 23:37:09,175.98.118.203,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2643369,2019-04-01,2643369,0,,2019-04-01T10:04:02Z,0000-00-00 00:00:00,118.107.179.87,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2643388,2019-04-01,2643388,0,,2019-04-01T10:04:02Z,2019-03-20 23:47:45,118.107.178.93,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2643397,2019-04-01,2643397,0,,2019-04-01T10:04:02Z,2019-03-20 23:50:35,175.98.118.199,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2643411,2019-04-01,2643411,0,,2019-04-01T10:04:02Z,0000-00-00 00:00:00,103.67.205.44,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2643426,2019-04-01,2643426,0,,2019-04-01T10:04:02Z,0000-00-00 00:00:00,13.251.15.192,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2643447,2019-04-01,2643447,0,,2019-04-01T10:04:02Z,0000-00-00 00:00:00,13.251.15.192,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2643458,2019-04-01,2643458,0,,2019-04-01T10:04:02Z,2019-03-21 00:06:12,13.251.15.192,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2643470,2019-04-01,2643470,0,,2019-04-01T10:04:02Z,0000-00-00 00:00:00,107.167.177.179,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2643485,2019-04-01,2643485,0,,2019-04-01T10:04:02Z,0000-00-00 00:00:00,175.98.118.201,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2643491,2019-04-01,2643491,0,,2019-04-01T10:04:02Z,0000-00-00 00:00:00,13.251.15.192,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2643523,2019-04-01,2643523,0,,2019-04-01T10:04:02Z,2019-03-27 21:27:20,13.251.15.192,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2643537,2019-04-01,2643537,0,,2019-04-01T10:04:02Z,0000-00-00 00:00:00,118.107.178.93,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2643549,2019-04-01,2643549,0,,2019-04-01T10:04:02Z,2019-03-21 05:07:09,13.251.15.192,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2643556,2019-04-01,2643556,0,,2019-04-01T10:04:02Z,2019-03-21 00:36:40,103.67.207.174,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2643580,2019-04-01,2643580,0,,2019-04-01T10:04:02Z,2019-03-21 09:54:04,107.167.177.179,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2643652,2019-04-01,2643652,0,,2019-04-01T10:04:02Z,2019-03-21 23:35:42,13.124.56.227,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2643684,2019-04-01,2643684,0,,2019-04-01T10:04:02Z,2019-03-22 00:34:49,13.251.15.192,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2643690,2019-04-01,2643690,0,,2019-04-01T10:04:02Z,0000-00-00 00:00:00,13.230.124.23,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2643701,2019-04-01,2643701,0,,2019-04-01T10:04:02Z,2019-03-21 08:05:39,103.206.123.90,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2643757,2019-04-01,2643757,0,,2019-04-01T10:04:02Z,0000-00-00 00:00:00,118.107.178.93,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2643774,2019-04-01,2643774,0,,2019-04-01T10:04:02Z,2019-03-21 01:36:44,13.251.15.192,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2643813,2019-04-01,2643813,0,,2019-04-01T10:04:02Z,0000-00-00 00:00:00,118.107.179.87,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2643830,2019-04-01,2643830,0,,2019-04-01T10:04:02Z,0000-00-00 00:00:00,118.107.178.93,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2643845,2019-04-01,2643845,0,,2019-04-01T10:04:02Z,0000-00-00 00:00:00,175.98.118.202,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2643921,2019-04-01,2643921,0,,2019-04-01T10:04:02Z,2019-03-21 03:09:37,13.251.15.192,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2643954,2019-04-01,2643954,0,,2019-04-01T10:04:02Z,0000-00-00 00:00:00,13.251.15.192,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2643996,2019-04-01,2643996,0,,2019-04-01T10:04:02Z,2019-03-21 03:02:17,13.251.15.192,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2644003,2019-04-01,2644003,0,,2019-04-01T10:04:02Z,2019-03-21 02:50:15,118.107.178.93,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2644008,2019-04-01,2644008,0,,2019-04-01T10:04:02Z,2019-03-25 19:58:06,103.60.252.203,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2644062,2019-04-01,2644062,0,,2019-04-01T10:04:02Z,0000-00-00 00:00:00,175.98.118.196,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2644106,2019-04-01,2644106,0,,2019-04-01T10:04:02Z,0000-00-00 00:00:00,103.40.4.44,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2644167,2019-04-01,2644167,0,,2019-04-01T10:04:02Z,2019-03-21 03:54:53,103.67.207.178,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2644307,2019-04-01,2644307,0,,2019-04-01T10:04:02Z,2019-03-21 04:33:25,13.250.126.119,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2644379,2019-04-01,2644379,0,,2019-04-01T10:04:02Z,0000-00-00 00:00:00,103.67.205.46,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2644398,2019-04-01,2644398,0,,2019-04-01T10:04:02Z,2019-03-21 05:14:22,103.67.207.178,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2644401,2019-04-01,2644401,0,,2019-04-01T10:04:02Z,2019-03-26 16:33:20,13.251.15.192,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2644443,2019-04-01,2644443,0,,2019-04-01T10:04:02Z,0000-00-00 00:00:00,128.199.203.145,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2644460,2019-04-01,2644460,0,,2019-04-01T10:04:02Z,2019-03-21 05:44:52,52.193.39.24,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2644481,2019-04-01,2644481,0,,2019-04-01T10:04:02Z,2019-03-21 05:54:02,118.107.178.93,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2644533,2019-04-01,2644533,0,,2019-04-01T10:04:02Z,0000-00-00 00:00:00,13.251.15.192,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2644571,2019-04-01,2644571,0,,2019-04-01T10:04:02Z,2019-03-21 07:19:10,175.98.118.204,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2644637,2019-04-01,2644637,0,,2019-04-01T10:04:02Z,0000-00-00 00:00:00,13.115.127.225,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2644642,2019-04-01,2644642,0,,2019-04-01T10:04:02Z,2019-03-21 07:35:53,118.107.178.93,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2644680,2019-04-01,2644680,0,,2019-04-01T10:04:02Z,2019-03-28 17:24:14,103.67.207.174,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2644726,2019-04-01,2644726,0,,2019-04-01T10:04:02Z,2019-03-21 08:24:15,118.107.178.93,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2644739,2019-04-01,2644739,0,,2019-04-01T10:04:02Z,0000-00-00 00:00:00,107.167.177.179,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2644785,2019-04-01,2644785,0,,2019-04-01T10:04:02Z,0000-00-00 00:00:00,175.98.118.203,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2644876,2019-04-01,2644876,0,,2019-04-01T10:04:02Z,0000-00-00 00:00:00,13.114.88.143,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2644925,2019-04-01,2644925,0,,2019-04-01T10:04:02Z,2019-03-26 00:15:45,13.251.15.192,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2644967,2019-04-01,2644967,0,,2019-04-01T10:04:02Z,2019-03-29 12:40:29,202.134.85.212,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2645058,2019-04-01,2645058,0,,2019-04-01T10:04:02Z,2019-03-21 10:47:11,13.251.15.192,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2645091,2019-04-01,2645091,0,,2019-04-01T10:04:02Z,2019-03-23 13:07:01,118.107.178.93,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2645100,2019-04-01,2645100,0,,2019-04-01T10:04:02Z,2019-03-21 11:01:48,202.60.228.131,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2645114,2019-04-01,2645114,0,,2019-04-01T10:04:02Z,2019-03-21 11:08:09,118.107.178.93,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2645149,2019-04-01,2645149,0,,2019-04-01T10:04:02Z,2019-03-24 06:40:19,125.252.102.57,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2645156,2019-04-01,2645156,0,,2019-04-01T10:04:02Z,2019-03-21 11:21:28,175.98.118.202,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2645161,2019-04-01,2645161,0,,2019-04-01T10:04:02Z,2019-03-21 11:23:07,118.107.178.93,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2645180,2019-04-01,2645180,0,,2019-04-01T10:04:02Z,0000-00-00 00:00:00,118.107.178.93,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2645210,2019-04-01,2645210,0,,2019-04-01T10:04:02Z,0000-00-00 00:00:00,103.117.121.79,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2645233,2019-04-01,2645233,0,,2019-04-01T10:04:02Z,2019-03-21 11:50:01,118.107.178.93,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2645265,2019-04-01,2645265,0,,2019-04-01T10:04:02Z,2019-03-21 12:02:32,103.67.207.174,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2645284,2019-04-01,2645284,0,,2019-04-01T10:04:02Z,2019-03-21 12:16:53,13.251.15.192,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2645322,2019-04-01,2645322,0,,2019-04-01T10:04:02Z,0000-00-00 00:00:00,118.107.178.93,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2645381,2019-04-01,2645381,0,,2019-04-01T10:04:02Z,0000-00-00 00:00:00,118.107.178.93,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2645407,2019-04-01,2645407,0,,2019-04-01T10:04:02Z,2019-03-21 16:21:53,13.251.15.192,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2645418,2019-04-01,2645418,0,,2019-04-01T10:04:02Z,2019-03-21 12:52:14,180.178.60.218,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2645502,2019-04-01,2645502,0,,2019-04-01T10:04:02Z,2019-03-21 13:20:02,52.193.39.24,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2645521,2019-04-01,2645521,0,,2019-04-01T10:04:02Z,0000-00-00 00:00:00,54.95.58.7,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2645540,2019-04-01,2645540,0,,2019-04-01T10:04:02Z,2019-03-27 17:57:00,52.74.121.198,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2645568,2019-04-01,2645568,0,,2019-04-01T10:04:02Z,0000-00-00 00:00:00,13.230.124.23,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2645577,2019-04-01,2645577,0,,2019-04-01T10:04:02Z,0000-00-00 00:00:00,13.251.15.192,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2645631,2019-04-01,2645631,0,,2019-04-01T10:04:02Z,0000-00-00 00:00:00,13.251.15.192,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2645673,2019-04-01,2645673,0,,2019-04-01T10:04:02Z,2019-03-21 14:00:00,13.251.15.192,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2645692,2019-04-01,2645692,0,,2019-04-01T10:04:02Z,2019-03-21 14:05:17,13.251.15.192,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2645703,2019-04-01,2645703,0,,2019-04-01T10:04:02Z,2019-03-21 14:09:05,13.251.15.192,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2645717,2019-04-01,2645717,0,,2019-04-01T10:04:02Z,0000-00-00 00:00:00,118.107.178.93,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2645776,2019-04-01,2645776,0,,2019-04-01T10:04:02Z,2019-03-21 14:35:26,103.67.207.176,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2645797,2019-04-01,2645797,0,,2019-04-01T10:04:02Z,2019-03-21 14:56:31,118.107.177.208,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2645805,2019-04-01,2645805,0,,2019-04-01T10:04:02Z,2019-03-21 14:30:33,118.107.178.93,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2645839,2019-04-01,2645839,0,,2019-04-01T10:04:02Z,2019-03-21 14:42:19,13.251.15.192,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2645885,2019-04-01,2645885,0,,2019-04-01T10:04:02Z,0000-00-00 00:00:00,103.67.207.175,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2646052,2019-04-01,2646052,0,,2019-04-01T10:04:02Z,2019-03-23 21:06:55,103.112.29.190,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2646059,2019-04-01,2646059,0,,2019-04-01T10:04:02Z,0000-00-00 00:00:00,175.98.118.204,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2646065,2019-04-01,2646065,0,,2019-04-01T10:04:02Z,2019-03-21 16:59:13,35.200.122.192,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2646071,2019-04-01,2646071,0,,2019-04-01T10:04:02Z,2019-03-21 15:22:31,58.64.200.235,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2646136,2019-04-01,2646136,0,,2019-04-01T10:04:02Z,2019-03-21 15:38:21,134.159.102.242,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2646143,2019-04-01,2646143,0,,2019-04-01T10:04:02Z,2019-03-21 15:35:54,118.107.178.93,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2646226,2019-04-01,2646226,0,,2019-04-01T10:04:02Z,0000-00-00 00:00:00,118.107.178.93,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2646270,2019-04-01,2646270,0,,2019-04-01T10:04:02Z,2019-03-21 16:20:49,119.81.162.133,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2646285,2019-04-01,2646285,0,,2019-04-01T10:04:02Z,0000-00-00 00:00:00,175.98.118.198,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2646425,2019-04-01,2646425,0,,2019-04-01T10:04:02Z,2019-03-21 16:08:41,13.251.15.192,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2646478,2019-04-01,2646478,0,,2019-04-01T10:04:02Z,2019-03-21 18:50:57,35.236.156.159,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2646508,2019-04-01,2646508,0,,2019-04-01T10:04:02Z,0000-00-00 00:00:00,119.81.162.133,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2646517,2019-04-01,2646517,0,,2019-04-01T10:04:02Z,2019-03-21 16:41:51,175.98.118.201,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2646534,2019-04-01,2646534,0,,2019-04-01T10:04:02Z,0000-00-00 00:00:00,13.250.126.119,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2646555,2019-04-01,2646555,0,,2019-04-01T10:04:02Z,2019-03-22 02:12:28,118.107.178.93,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2646562,2019-04-01,2646562,0,,2019-04-01T10:04:02Z,2019-03-29 22:10:22,119.81.162.133,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2646576,2019-04-01,2646576,0,,2019-04-01T10:04:02Z,2019-03-21 16:32:29,103.106.245.78,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2646588,2019-04-01,2646588,0,,2019-04-01T10:04:02Z,0000-00-00 00:00:00,175.98.118.201,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2646607,2019-04-01,2646607,0,,2019-04-01T10:04:02Z,2019-03-21 16:37:30,118.107.178.93,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2646624,2019-04-01,2646624,0,,2019-04-01T10:04:02Z,2019-03-21 16:41:28,107.167.177.179,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2646651,2019-04-01,2646651,0,,2019-04-01T10:04:02Z,2019-03-23 11:06:43,13.251.15.192,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2646666,2019-04-01,2646666,0,,2019-04-01T10:04:02Z,2019-03-21 16:48:41,119.81.162.133,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2646679,2019-04-01,2646679,0,,2019-04-01T10:04:02Z,2019-03-21 16:51:12,34.222.2.86,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2646871,2019-04-01,2646871,0,,2019-04-01T10:04:02Z,0000-00-00 00:00:00,13.251.15.192,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2647063,2019-04-01,2647063,0,,2019-04-01T10:04:02Z,0000-00-00 00:00:00,119.81.162.133,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2647130,2019-04-01,2647130,0,,2019-04-01T10:04:02Z,0000-00-00 00:00:00,13.251.15.192,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2647166,2019-04-01,2647166,0,,2019-04-01T10:04:02Z,2019-03-21 18:03:12,119.81.162.133,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2647179,2019-04-01,2647179,0,,2019-04-01T10:04:02Z,2019-03-21 18:05:16,175.98.118.203,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2647187,2019-04-01,2647187,0,,2019-04-01T10:04:02Z,2019-03-22 07:37:34,13.251.15.192,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2647217,2019-04-01,2647217,0,,2019-04-01T10:04:02Z,2019-03-22 09:00:21,118.107.177.208,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2647220,2019-04-01,2647220,0,,2019-04-01T10:04:02Z,2019-03-21 18:13:26,118.107.178.93,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2647241,2019-04-01,2647241,0,,2019-04-01T10:04:02Z,2019-03-24 08:09:09,118.107.178.93,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2647255,2019-04-01,2647255,0,,2019-04-01T10:04:02Z,0000-00-00 00:00:00,13.250.126.119,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2647262,2019-04-01,2647262,0,,2019-04-01T10:04:02Z,2019-03-21 18:29:56,103.67.207.174,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2647283,2019-04-01,2647283,0,,2019-04-01T10:04:02Z,2019-03-21 18:28:01,103.112.29.190,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2647331,2019-04-01,2647331,0,,2019-04-01T10:04:02Z,0000-00-00 00:00:00,13.250.126.119,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2647399,2019-04-01,2647399,0,,2019-04-01T10:04:02Z,0000-00-00 00:00:00,13.250.126.119,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2647414,2019-04-01,2647414,0,,2019-04-01T10:04:02Z,2019-03-21 19:01:37,118.107.178.93,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
2647423,2019-04-01,2647423,0,,2019-04-01T10:04:02Z,2019-03-21 19:13:43,47.75.242.45,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:45Z
