__source_pk,dt,id,action,agent_id,mid,code,round_id,transId,wallet_id,iom_id,requestDate,money,balance,type,status,isFinish,remark,source_db,source_table,ods_table_name,sync_time
85166,2021-10-11,85166,bet,0,32214540,5009,10943,61645e7af643ef05e8d63390,1212439638,0,2021-10-11 23:55:38,-32.0000,728.3000,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:21:48
85172,2021-10-11,85172,bet,0,32252593,5009,295,61645e89f643ef05e8d6339b,0,1311167842,2021-10-11 23:55:53,-0.5000,19.1000,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:21:48
85179,2021-10-11,85179,settle,0,32214540,5009,10949,61645e93f643ef05e8d633a7,1212440101,0,2021-10-11 23:56:04,8.0000,524.3000,1,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:21:48
85187,2021-10-11,85187,bet,0,33137644,5009,275,61645ea2f643ef05e8d633b6,0,1311168489,2021-10-11 23:56:18,-0.5000,226.2500,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:21:48
85193,2021-10-11,85193,bet,0,32252593,5009,303,61645eabf643ef05e8d633c4,0,1311168778,2021-10-11 23:56:27,-0.5000,17.1000,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:21:48
85198,2021-10-11,85198,bet,0,32252593,5009,306,61645eb4f643ef05e8d633cd,0,1311169046,2021-10-11 23:56:36,-0.5000,15.6000,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:21:48
85203,2021-10-11,85203,settle,0,32252593,5009,307,61645eb8f643ef05e8d633d5,0,1311169185,2021-10-11 23:56:40,1.0000,15.6000,1,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:21:48
85208,2021-10-11,85208,bet,0,33137644,5009,284,61645ebff643ef05e8d633de,0,1311169431,2021-10-11 23:56:47,-0.5000,225.7500,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:21:48
85217,2021-10-11,85217,settle,0,32252593,5009,312,61645ecaf643ef05e8d633ef,0,1311169949,2021-10-11 23:56:58,1.0000,15.1000,1,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:21:48
85220,2021-10-11,85220,settle,0,32252593,5009,313,61645ecef643ef05e8d633f4,0,1311170056,2021-10-11 23:57:02,1.0000,15.6000,1,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:21:48
85234,2021-10-11,85234,bet,0,32252593,5009,317,61645edbf643ef05e8d6340d,0,1311170350,2021-10-11 23:57:15,-0.5000,15.1000,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:21:48
85241,2021-10-11,85241,bet,0,33137644,5009,296,61645ee1f643ef05e8d6341a,0,1311170536,2021-10-11 23:57:21,-0.5000,220.7500,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:21:48
85255,2021-10-11,85255,bet,0,32214540,5009,10957,61645eedf643ef05e8d63434,1212441950,0,2021-10-11 23:57:33,-12.0000,462.8000,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:21:48
85262,2021-10-11,85262,settle,0,33137644,5009,302,61645ef4f643ef05e8d63440,0,1311171064,2021-10-11 23:57:40,0.5000,221.7500,1,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:21:48
85269,2021-10-11,85269,bet,0,32252593,5009,327,61645efaf643ef05e8d6344d,0,1311171235,2021-10-11 23:57:47,-0.5000,10.1000,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:21:48
85276,2021-10-11,85276,settle,0,33137644,5009,306,61645f00f643ef05e8d63459,0,1311171472,2021-10-11 23:57:52,2.0000,220.7500,1,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:21:48
85283,2021-10-11,85283,bet,0,32252593,5009,333,61645f07f643ef05e8d63467,0,1311171660,2021-10-11 23:58:00,-0.5000,7.1000,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:21:48
85288,2021-10-11,85288,bet,0,32214540,5009,10964,61645f0df643ef05e8d63472,1212442638,0,2021-10-11 23:58:05,-12.0000,378.8000,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:21:48
85297,2021-10-11,85297,bet,0,32252593,5009,338,61645f17f643ef05e8d63480,0,1311172128,2021-10-11 23:58:15,-0.5000,4.6000,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:21:48
85306,2021-10-11,85306,bet,0,32252593,5009,341,61645f1ef643ef05e8d63490,0,1311172349,2021-10-11 23:58:23,-0.5000,4.1000,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:21:48
85312,2021-10-11,85312,bet,0,32214540,5009,10966,61645f23f643ef05e8d6349c,1212443063,0,2021-10-11 23:58:27,-12.0000,411.8000,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:21:48
85319,2021-10-11,85319,settle,0,32214540,5009,10967,61645f28f643ef05e8d634a8,1212443199,0,2021-10-11 23:58:33,3.0000,387.8000,1,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:21:48
85325,2021-10-11,85325,bet,0,32252593,5009,348,61645f2ff643ef05e8d634b3,0,1311172808,2021-10-11 23:58:39,-0.5000,0.6000,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:21:48
85331,2021-10-11,85331,bet,0,33137644,5009,324,61645f36f643ef05e8d634bf,0,1311173062,2021-10-11 23:58:46,-0.5000,218.2500,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:21:48
85344,2021-10-11,85344,settle,0,33137644,5009,330,61645f48f643ef05e8d634d5,0,1311173601,2021-10-11 23:59:04,0.5000,215.7500,1,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:21:48
85350,2021-10-11,85350,settle,0,33137644,5009,333,61645f51f643ef05e8d634e0,0,1311173842,2021-10-11 23:59:13,0.5000,214.7500,1,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:21:48
85367,2021-10-11,85367,bet,0,33137644,5009,342,61645f6bf643ef05e8d63501,0,1311174487,2021-10-11 23:59:39,-0.5000,209.2500,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:21:48
85373,2021-10-11,85373,settle,0,32214540,5009,10981,61645f78f643ef05e8d6350b,1212444926,0,2021-10-11 23:59:53,78.0000,261.8000,1,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:21:48
214362,2021-11-13,214362,settle,0,31813270,5011,2893671617,2893671617_settle,1250088927,0,2021-11-13 00:02:29,0.0000,80.8700,0,2,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
214369,2021-11-13,214369,settle,0,31813270,5011,2893654669,2893654669_settle,1250092201,0,2021-11-13 00:05:31,0.0000,80.8700,0,2,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
214376,2021-11-13,214376,settle,0,31813270,5011,2893676019,2893676019_settle,1250095117,0,2021-11-13 00:08:28,0.0000,80.8700,0,2,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
214383,2021-11-13,214383,settle,0,31813270,5011,2893686669,2893686669_settle,1250112679,0,2021-11-13 00:27:35,0.0000,80.8700,0,2,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
214388,2021-11-13,214388,settle,0,31813270,5011,2893684155,2893684155_settle,1250114875,0,2021-11-13 00:29:54,0.0000,80.8700,0,2,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
214397,2021-11-13,214397,settle,0,31813270,5011,2893640243,2893640243_settle,1250160338,0,2021-11-13 01:26:27,0.0000,0.8700,0,2,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
214405,2021-11-13,214405,settle,0,31813270,5011,2893661557,2893661557_settle,1250167851,0,2021-11-13 01:37:31,0.0000,0.8700,0,2,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
214411,2021-11-13,214411,settle,0,31813270,5011,2893657046,2893657046_settle,1250169860,0,2021-11-13 01:40:34,0.0000,0.8700,0,2,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
214426,2021-11-13,214426,settle,0,31813270,5011,2893677031,2893677031_settle,1250171931,0,2021-11-13 01:43:28,0.0000,0.8700,0,2,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
214432,2021-11-13,214432,settle,0,31813270,5011,2893686669,2893686669_settle,1250185047,0,2021-11-13 02:04:33,0.0000,0.8700,0,2,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
214439,2021-11-13,214439,settle,0,31813270,5011,2893640243,2893640243_settle,1250217389,0,2021-11-13 03:04:07,0.0000,0.8700,0,2,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
214447,2021-11-13,214447,settle,0,31813270,5011,2893671617,2893671617_settle,1250222037,0,2021-11-13 03:14:05,0.0000,0.8700,0,2,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
214453,2021-11-13,214453,settle,0,31813270,5011,2893658623,2893658623_settle,1250223977,0,2021-11-13 03:18:31,0.0000,0.8700,0,2,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
214458,2021-11-13,214458,settle,0,31813270,5011,2893657046,2893657046_settle,1250224374,0,2021-11-13 03:19:22,0.0000,0.8700,0,2,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
214464,2021-11-13,214464,settle,0,31813270,5011,2893676019,2893676019_settle,1250224915,0,2021-11-13 03:20:36,0.0000,0.8700,0,2,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
214470,2021-11-13,214470,settle,0,31813270,5011,2893683124,2893683124_settle,1250233967,0,2021-11-13 03:41:31,0.0000,0.8700,0,2,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
214485,2021-11-13,214485,settle,0,31813270,5011,2893649672,2893649672_settle,1250258180,0,2021-11-13 04:56:26,0.0000,0.8700,0,2,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
214491,2021-11-13,214491,settle,0,31813270,5011,2893655856,2893655856_settle,1250258562,0,2021-11-13 04:57:34,0.0000,0.8700,0,2,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
214500,2021-11-13,214500,settle,0,33444694,5011,2891295231,2891295231_settle,1250263975,0,2021-11-13 05:13:52,0.0000,0.0100,0,2,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
214514,2021-11-13,214514,settle,0,31813270,5011,2893636490,2893636490_settle,1250284170,0,2021-11-13 06:18:31,0.0000,0.8700,0,2,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
214523,2021-11-13,214523,settle,0,31813270,5011,2893671617,2893671617_settle,1250289248,0,2021-11-13 06:33:35,0.0000,0.8700,0,2,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
214528,2021-11-13,214528,settle,0,31813270,5011,2893653558,2893653558_settle,1250290633,0,2021-11-13 06:37:28,0.0000,0.8700,0,2,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
214537,2021-11-13,214537,settle,0,31813270,5011,2893657046,2893657046_settle,1250291331,0,2021-11-13 06:39:27,0.0000,0.8700,0,2,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
214542,2021-11-13,214542,settle,0,31813270,5011,2893682120,2893682120_settle,1250299676,0,2021-11-13 07:01:28,0.0000,0.8700,0,2,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
214549,2021-11-13,214549,settle,0,33444694,5011,2891295231,2891295231_settle,1250302492,0,2021-11-13 07:08:24,0.0000,0.0100,0,2,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
214556,2021-11-13,214556,bet,0,34703815,5009,5,618ef6aad5920d6ea0cb2e76,1250307700,0,2021-11-13 07:20:11,-3.2000,119.3000,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
214561,2021-11-13,214561,settle,0,31813270,5011,2893640243,2893640243_settle,1250329076,0,2021-11-13 08:06:35,0.0000,0.8700,0,2,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
214575,2021-11-13,214575,settle,0,31813270,5011,2893673517,2893673517_settle,1250336960,0,2021-11-13 08:21:26,0.0000,0.8700,0,2,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
214580,2021-11-13,214580,settle,0,31813270,5011,2893677948,2893677948_settle,1250337061,0,2021-11-13 08:21:36,0.0000,0.8700,0,2,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
214594,2021-11-13,214594,settle,0,31813270,5011,2893683124,2893683124_settle,1250349324,0,2021-11-13 08:44:34,0.0000,0.8700,0,2,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
214604,2021-11-13,214604,bet,0,34700869,5009,9,618f0a83d5920d6ea0cb2e91,1250349484,0,2021-11-13 08:44:51,-2.0000,150.2000,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
214610,2021-11-13,214610,bet,0,34700869,5009,12,618f0aa3d5920d6ea0cb2e99,1250349723,0,2021-11-13 08:45:23,-1.5000,175.2000,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
214627,2021-11-13,214627,bet,0,34700869,5009,27,618f0b00d5920d6ea0cb2eb9,1250350453,0,2021-11-13 08:46:56,-3.0000,159.2000,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
214633,2021-11-13,214633,bet,0,34700869,5009,4,618f0b4ad5920d6ea0cb2ec7,1250351081,0,2021-11-13 08:48:11,-2.0000,144.2000,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
214638,2021-11-13,214638,bet,0,34700869,5009,8,618f0b62d5920d6ea0cb2ed0,1250351258,0,2021-11-13 08:48:34,-2.0000,138.2000,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
214646,2021-11-13,214646,settle,0,31813270,5011,2893640243,2893640243_settle,1250387811,0,2021-11-13 09:51:25,0.0000,0.8700,0,2,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
214652,2021-11-13,214652,settle,0,31813270,5011,2893642385,2893642385_settle,1250394050,0,2021-11-13 10:00:26,0.0000,0.8700,0,2,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
214659,2021-11-13,214659,settle,0,31813270,5011,2893654669,2893654669_settle,1250396977,0,2021-11-13 10:04:28,0.0000,0.8700,0,2,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
214665,2021-11-13,214665,settle,0,31813270,5011,2893677948,2893677948_settle,1250398554,0,2021-11-13 10:06:35,0.0000,0.8700,0,2,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
214671,2021-11-13,214671,settle,0,31813270,5011,2893681153,2893681153_settle,1250413887,0,2021-11-13 10:29:27,0.0000,0.8700,0,2,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
214684,2021-11-13,214684,settle,0,31813270,5011,2893647481,2893647481_settle,1250464472,0,2021-11-13 11:38:37,0.0000,0.8700,0,2,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
214690,2021-11-13,214690,settle,0,31813270,5011,2893648678,2893648678_settle,1250470511,0,2021-11-13 11:47:25,0.0000,0.8700,0,2,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
214701,2021-11-13,214701,settle,0,31813270,5011,2893654669,2893654669_settle,1250473635,0,2021-11-13 11:51:29,0.0000,0.8700,0,2,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
214715,2021-11-13,214715,settle,0,31813270,5011,2893681153,2893681153_settle,1250493221,0,2021-11-13 12:16:12,0.0000,0.8700,0,2,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
214722,2021-11-13,214722,settle,0,31813270,5011,2893687618,2893687618_settle,1250494859,0,2021-11-13 12:18:26,0.0000,0.8700,0,2,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
214729,2021-11-13,214729,settle,0,34711703,5009,5,618f455bd5920d6ea0cb2ef3,1250525429,0,2021-11-13 12:55:56,12.5000,49.5000,1,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
214736,2021-11-13,214736,bet,0,34711703,5009,11,618f4586d5920d6ea0cb2f00,1250525922,0,2021-11-13 12:56:38,-1.0000,58.0000,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
214743,2021-11-13,214743,bet,0,34711703,5009,18,618f45a5d5920d6ea0cb2f0e,1250526371,0,2021-11-13 12:57:09,-0.5000,51.0000,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
214748,2021-11-13,214748,bet,0,34711703,5009,21,618f45b8d5920d6ea0cb2f16,1250526664,0,2021-11-13 12:57:28,-0.5000,50.5000,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
214757,2021-11-13,214757,bet,0,34711703,5009,28,618f45dfd5920d6ea0cb2f26,1250527187,0,2021-11-13 12:58:08,-0.5000,54.5000,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
214760,2021-11-13,214760,bet,0,34711703,5009,31,618f45ebd5920d6ea0cb2f2c,1250527350,0,2021-11-13 12:58:20,-0.5000,53.0000,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
214774,2021-11-13,214774,bet,0,34711703,5009,43,618f4631d5920d6ea0cb2f46,1250528370,0,2021-11-13 12:59:30,-3.0000,83.0000,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
214781,2021-11-13,214781,bet,0,34711703,5009,49,618f464cd5920d6ea0cb2f53,1250528757,0,2021-11-13 12:59:56,-3.0000,71.0000,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
214795,2021-11-13,214795,bet,0,34711703,5009,59,618f4685d5920d6ea0cb2f6b,1250529589,0,2021-11-13 13:00:53,-3.0000,89.0000,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
214807,2021-11-13,214807,settle,0,34711703,5009,68,618f46b3d5920d6ea0cb2f80,1250530280,0,2021-11-13 13:01:39,10.0000,65.0000,1,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
214813,2021-11-13,214813,bet,0,34711703,5009,73,618f46d0d5920d6ea0cb2f8b,1250530718,0,2021-11-13 13:02:08,-5.0000,115.0000,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
214818,2021-11-13,214818,bet,0,34711703,5009,78,618f46e5d5920d6ea0cb2f95,1250531019,0,2021-11-13 13:02:29,-5.0000,90.0000,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
214824,2021-11-13,214824,settle,0,34711703,5009,83,618f46f9d5920d6ea0cb2fa0,1250531275,0,2021-11-13 13:02:49,50.0000,60.0000,1,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
214830,2021-11-13,214830,bet,0,34711703,5009,5,618f475bd5920d6ea0cb2fad,1250532680,0,2021-11-13 13:04:27,-2.4000,105.2000,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
214845,2021-11-13,214845,bet,0,34711703,5009,16,618f481fd5920d6ea0cb2fc6,1250535601,0,2021-11-13 13:07:43,-3.0000,164.4000,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
214851,2021-11-13,214851,bet,0,34711703,5009,20,618f483fd5920d6ea0cb2fd0,1250536012,0,2021-11-13 13:08:15,-3.0000,161.9000,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
214866,2021-11-13,214866,bet,0,34711703,5009,31,618f4896d5920d6ea0cb2fea,1250537279,0,2021-11-13 13:09:43,-3.0000,135.9000,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
214872,2021-11-13,214872,bet,0,34711703,5009,35,618f4962d5920d6ea0cb2ff4,1250540100,0,2021-11-13 13:13:07,-3.0000,354.4000,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
214879,2021-11-13,214879,bet,0,34711703,5009,40,618f497dd5920d6ea0cb3000,1250540532,0,2021-11-13 13:13:34,-3.0000,341.4000,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
214887,2021-11-13,214887,settle,0,34711703,5009,45,618f4b6ed5920d6ea0cb300e,1250547065,0,2021-11-13 13:21:50,2.0000,337.4000,1,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
214893,2021-11-13,214893,bet,0,34711703,5009,49,618f4b80d5920d6ea0cb3018,1250547428,0,2021-11-13 13:22:09,-3.0000,345.9000,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
214898,2021-11-13,214898,bet,0,34711703,5009,54,618f4b98d5920d6ea0cb3022,1250547782,0,2021-11-13 13:22:33,-3.0000,330.9000,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
214902,2021-11-13,214902,bet,0,34711703,5009,58,618f4bb3d5920d6ea0cb302a,1250548233,0,2021-11-13 13:22:59,-3.6000,317.7000,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
214909,2021-11-13,214909,bet,0,34711703,5009,63,618f4be8d5920d6ea0cb3036,1250549035,0,2021-11-13 13:23:52,-3.6000,306.9000,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
214916,2021-11-13,214916,settle,0,31813270,5011,2893645922,2893645922_settle,1250552619,0,2021-11-13 13:28:26,0.0000,0.8700,0,2,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
214921,2021-11-13,214921,bet,0,34711703,5009,68,618f4d7ed5920d6ea0cb3043,1250554659,0,2021-11-13 13:30:38,-3.0000,293.1000,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
214935,2021-11-13,214935,bet,0,34711703,5009,79,618f4dcbd5920d6ea0cb305c,1250555935,0,2021-11-13 13:31:56,-3.0000,270.6000,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
214940,2021-11-13,214940,settle,0,34711703,5009,82,618f4de2d5920d6ea0cb3064,1250556222,0,2021-11-13 13:32:18,0.5000,262.6000,1,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
214954,2021-11-13,214954,settle,0,34711703,5009,93,618f4e17d5920d6ea0cb307d,1250557092,0,2021-11-13 13:33:12,4.5000,242.1000,1,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
214963,2021-11-13,214963,bet,0,34711703,5009,100,618f4e44d5920d6ea0cb308d,1250557861,0,2021-11-13 13:33:57,-4.8000,236.5000,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
214968,2021-11-13,214968,bet,0,34711703,5009,103,618f4e5cd5920d6ea0cb3095,1250558302,0,2021-11-13 13:34:20,-4.8000,236.5000,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
214977,2021-11-13,214977,settle,0,34711703,5009,109,618f4e92d5920d6ea0cb30a4,1250559103,0,2021-11-13 13:35:14,6.0000,207.5000,1,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
214982,2021-11-13,214982,settle,0,34711703,5009,113,618f4ea9d5920d6ea0cb30ad,1250559410,0,2021-11-13 13:35:37,4.0000,189.5000,1,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
214989,2021-11-13,214989,bet,0,34711703,5009,118,618f4ec9d5920d6ea0cb30b9,1250559934,0,2021-11-13 13:36:09,-6.0000,183.5000,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
214996,2021-11-13,214996,settle,0,31813270,5011,2893642385,2893642385_settle,1250561767,0,2021-11-13 13:38:03,0.0000,0.8700,0,2,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
215001,2021-11-13,215001,settle,0,31813270,5011,2893661557,2893661557_settle,1250561842,0,2021-11-13 13:38:08,0.0000,0.8700,0,2,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
215015,2021-11-13,215015,bet,0,34711703,5009,130,618f4fadd5920d6ea0cb30d7,1250563628,0,2021-11-13 13:39:57,-3.0000,142.5000,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
215022,2021-11-13,215022,bet,0,34711703,5009,133,618f4fc3d5920d6ea0cb30de,1250563986,0,2021-11-13 13:40:19,-3.0000,147.5000,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
215029,2021-11-13,215029,bet,0,34711703,5009,139,618f4fecd5920d6ea0cb30eb,1250564595,0,2021-11-13 13:41:00,-3.0000,132.5000,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
215036,2021-11-13,215036,bet,0,34711703,5009,145,618f5020d5920d6ea0cb30f8,1250565325,0,2021-11-13 13:41:52,-9.0000,115.0000,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
215043,2021-11-13,215043,bet,0,34711703,5009,152,618f503fd5920d6ea0cb3106,1250565838,0,2021-11-13 13:42:24,-9.0000,52.0000,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
215048,2021-11-13,215048,bet,0,34711703,5009,154,618f5048d5920d6ea0cb310a,1250565946,0,2021-11-13 13:42:32,-9.0000,34.0000,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
215057,2021-11-13,215057,bet,0,34711703,5009,160,618f5071d5920d6ea0cb3116,1250566589,0,2021-11-13 13:43:13,-3.0000,4.0000,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
215060,2021-11-13,215060,settle,0,31813270,5011,2893676019,2893676019_settle,1250568578,0,2021-11-13 13:45:24,0.0000,0.8700,0,2,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
215074,2021-11-13,215074,settle,0,31813270,5011,2893686669,2893686669_settle,1250587861,0,2021-11-13 14:05:30,0.0000,0.8700,0,2,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
215081,2021-11-13,215081,bet,0,33586038,5009,5,618f5fffd5920d6ea0cb3122,1250631688,0,2021-11-13 14:49:35,-2.0000,144.1500,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
215095,2021-11-13,215095,bet,0,33586038,5009,16,618f602cd5920d6ea0cb313b,1250632388,0,2021-11-13 14:50:20,-3.0000,143.1500,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
215104,2021-11-13,215104,settle,0,33586038,5009,22,618f6046d5920d6ea0cb314a,1250632846,0,2021-11-13 14:50:46,25.0000,132.1500,1,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-22 03:32:38
